threshold,precision_hate,recall_hate,f1_hate,accuracy
0.0,0.3570475767007559,1.0,0.5262123197903014,0.3570475767007559
0.010751643,0.3572064056939502,1.0,0.5262123197903014,0.3570475767007559
0.0110941,0.35736537605696483,1.0,0.5263847918715175,0.3574922187638951
0.011824488,0.3575244879786287,1.0,0.5265573770491803,0.35793686082703424
0.012229311,0.3576837416481069,1.0,0.5267300754345686,0.3583815028901734
0.012297051,0.35784313725490197,1.0,0.5269028871391076,0.3588261449533126
0.012402251,0.3580026749888542,1.0,0.5270758122743682,0.35927078701645176
0.013024676,0.3581623550401427,1.0,0.5272488509520683,0.3597154290795909
0.013222237,0.35832217759928603,1.0,0.5274220032840722,0.3601600711427301
0.013332183,0.35848214285714286,1.0,0.5275952693823917,0.3606047132058693
0.013490266,0.3586422510049129,1.0,0.527768649359185,0.36104935526900844
0.013554905,0.3588025022341376,1.0,0.5279421433267587,0.3614939973321476
0.013661698,0.35896289673670095,1.0,0.5281157513975666,0.3619386393952868
0.0140676685,0.35912343470483005,1.0,0.5282894736842105,0.36238328145842597
0.014203466,0.3592841163310962,1.0,0.5284633102994406,0.3628279235215651
0.014219183,0.3594449418084154,1.0,0.5286372613561553,0.36327256558470433
0.014320921,0.35960591133004927,1.0,0.5288113269674021,0.3637172076478435
0.014505427,0.35976702508960573,1.0,0.5289855072463767,0.36416184971098264
0.014534009,0.3599282832810399,1.0,0.529159802306425,0.36460649177412185
0.014594458,0.3600896860986547,1.0,0.5293342122610415,0.365051133837261
0.014611921,0.36025123373710183,1.0,0.5295087372238708,0.36549577590040017
0.014617304,0.3604129263913824,1.0,0.5296833773087072,0.3659404179635394
0.014662463,0.36057476425684776,1.0,0.5298581326294952,0.36638506002667853
0.014777443,0.3607367475292004,1.0,0.53003300330033,0.3668297020898177
0.014806811,0.36089887640449436,1.0,0.5302079894354572,0.36727434415295684
0.0148600675,0.36106115107913667,1.0,0.5303830911492734,0.36771898621609606
0.014965237,0.36122357174988756,1.0,0.5305583085563264,0.3681636282792352
0.015027067,0.3613861386138614,1.0,0.5307336417713153,0.36860827034237437
0.015046882,0.3615488518685277,1.0,0.5309090909090909,0.3690529124055136
0.015059411,0.36171171171171174,1.0,0.531084656084656,0.36949755446865273
0.015145843,0.3618747183415953,1.0,0.5312603374131658,0.3699421965317919
0.015212513,0.36203787195671777,1.0,0.5314361350099271,0.3703868385949311
0.015447653,0.3622011727559765,1.0,0.5316120489904005,0.37083148065807026
0.015456954,0.36236462093862815,1.0,0.5317880794701987,0.3712761227212094
0.015551821,0.3625282167042889,1.0,0.5319642265650878,0.3717207647843486
0.015560804,0.3626919602529359,1.0,0.5321404903909874,0.3721654068474878
0.015687399,0.36285585178490737,1.0,0.5323168710639709,0.37261004891062693
0.015821256,0.36301989150090413,1.0,0.5324933687002652,0.37305469097376615
0.015821962,0.36318407960199006,1.0,0.532669983416252,0.3734993330369053
0.015876308,0.36334841628959275,1.0,0.5328467153284672,0.37394397510004446
0.016088322,0.36351290176550477,1.0,0.533023564553601,0.3743886171631836
0.016130812,0.36367753623188404,1.0,0.5332005312084993,0.3748332592263228
0.016146252,0.3638423198912551,1.0,0.5333776154101627,0.375277901289462
0.016161127,0.36400725294650954,1.0,0.5335548172757475,0.37572254335260113
0.016207654,0.364172335600907,1.0,0.5337321369225657,0.37616718541574035
0.016219897,0.3643375680580762,1.0,0.5339095744680851,0.3766118274788795
0.016244775,0.3645029505220154,1.0,0.5340871300299301,0.37705646954201866
0.016301546,0.36466848319709355,1.0,0.5342648037258816,0.37750111160515787
0.01632133,0.3648341662880509,1.0,0.5344425956738769,0.377945753668297
0.016493952,0.365,1.0,0.5346205059920106,0.3783903957314362
0.016675543,0.3651659845384266,1.0,0.5347985347985348,0.3788350377945754
0.016859671,0.3653321201091902,1.0,0.5349766822118588,0.37927967985771455
0.01686662,0.36549840691852525,1.0,0.5351549483505499,0.3797243219208537
0.016946541,0.3656648451730419,1.0,0.5353333333333333,0.38016896398399286
0.017097933,0.36583143507972665,1.0,0.535511837279093,0.38061360604713207
0.017104212,0.3659981768459435,1.0,0.5356904603068712,0.3810582481102712
0.017158084,0.36616507067943455,1.0,0.5358692025358692,0.3815028901734104
0.017251894,0.36633211678832117,1.0,0.5360480640854473,0.3819475322365496
0.01725251,0.36649931538110453,1.0,0.5362270450751252,0.38239217429968875
0.017274488,0.36666666666666664,1.0,0.5364061456245826,0.3828368163628279
0.017315391,0.36683417085427134,1.0,0.5365853658536585,0.3832814584259671
0.017339205,0.3670018281535649,1.0,0.5367647058823529,0.38372610048910627
0.01742605,0.36716963877457703,1.0,0.5369441658308258,0.3841707425522454
0.017442288,0.3673376029277219,1.0,0.5371237458193979,0.38461538461538464
0.017543016,0.3675057208237986,1.0,0.5373034459685513,0.3850600266785238
0.017545817,0.3676739926739927,1.0,0.5374832663989291,0.38550466874166295
0.017594513,0.3678424186898763,1.0,0.5376632072313359,0.38594931080480216
0.017668696,0.36801099908340973,1.0,0.5378432685867381,0.3863939528679413
0.017695988,0.36817973406694177,1.0,0.5380234505862647,0.38683859493108047
0.017722514,0.368348623853211,1.0,0.5382037533512064,0.3872832369942196
0.017754909,0.36851766865534646,1.0,0.5383841770030171,0.38772787905735884
0.017765641,0.3686868686868687,1.0,0.5385647216633133,0.388172521120498
0.017884223,0.3688562241616904,1.0,0.5387453874538745,0.38861716318363715
0.018003628,0.36902573529411764,1.0,0.5389261744966443,0.38906180524677636
0.018031133,0.36919540229885056,1.0,0.5391070829137294,0.3895064473099155
0.018123634,0.3693652253909844,1.0,0.5392881128274009,0.38995108937305467
0.018176233,0.36953520478601015,1.0,0.5394692643600941,0.3903957314361939
0.018246846,0.36970534069981587,1.0,0.5396505376344086,0.39084037349933304
0.018444434,0.3698756333486872,1.0,0.5398319327731093,0.3912850155624722
0.018495794,0.37004608294930874,1.0,0.5400134498991257,0.3917296576256114
0.01849983,0.3702166897187644,1.0,0.5401950891355534,0.39217429968875056
0.018529277,0.37038745387453875,1.0,0.5403768506056528,0.3926189417518897
0.018562902,0.37055837563451777,1.0,0.5405587344328509,0.3930635838150289
0.018575683,0.37072945521698986,1.0,0.5407407407407407,0.3935082258781681
0.018598866,0.37090069284064664,1.0,0.5409228696530819,0.39395286794130724
0.018626507,0.3710720887245841,1.0,0.5411051212938005,0.3943975100044464
0.018637706,0.37124364308830327,1.0,0.5412874957869902,0.3948421520675856
0.01864093,0.3714153561517114,1.0,0.5414699932569117,0.39528679413072476
0.018813707,0.3715872281351226,1.0,0.5416526138279932,0.3957314361938639
0.018850135,0.37175925925925923,1.0,0.5418353576248313,0.39617607825700313
0.018855065,0.37193144974525244,1.0,0.5420182247721903,0.3966207203201423
0.01888669,0.3721037998146432,1.0,0.5422012153950034,0.39706536238328144
0.018905463,0.3722763096893834,1.0,0.5423843296183721,0.39751000444642065
0.019085426,0.37244897959183676,1.0,0.5425675675675676,0.3979546465095598
0.019114938,0.3726218097447796,1.0,0.5427509293680297,0.39839928857269896
0.019131562,0.37279480037140206,1.0,0.5429344151453686,0.3988439306358382
0.019169439,0.3729679516953089,1.0,0.5431180250253635,0.39928857269897733
0.019172765,0.37314126394052044,1.0,0.5433017591339648,0.3997332147621165
0.019176092,0.37331473733147374,1.0,0.5434856175972927,0.4001778568252557
0.019280214,0.37348837209302327,1.0,0.5436696005416385,0.40062249888839485
0.01928292,0.3736621684504421,1.0,0.5438537080934642,0.401067140951534
0.01929718,0.3738361266294227,1.0,0.5440379403794039,0.40151178301467316
0.01932332,0.37401024685607825,1.0,0.5442222975262623,0.4019564250778124
0.019337336,0.37418452935694313,1.0,0.544406779661017,0.40240106714095153
0.019350857,0.37435897435897436,1.0,0.5445913869108172,0.4028457092040907
0.019372627,0.37453358208955223,1.0,0.5447761194029851,0.4032903512672299
0.019461643,0.37470835277648157,1.0,0.5449609772650154,0.40373499333036905
0.019537933,0.37488328664799253,1.0,0.5451459606245757,0.4041796353935082
0.019612573,0.3750583839327417,1.0,0.5453310696095076,0.4046242774566474
0.019623414,0.3752336448598131,1.0,0.545516304347826,0.4050689195197866
0.019697996,0.375409069658719,1.0,0.54570166496772,0.40551356158292573
0.019766044,0.3755846585594013,1.0,0.5458871515975526,0.40595820364606494
0.019871267,0.3757604117922321,1.0,0.5460727643658619,0.4064028457092041
0.019894643,0.375936329588015,1.0,0.5462585034013605,0.40684748777234325
0.01992547,0.37611241217798597,1.0,0.5464443688329363,0.40729212983548246
0.020015717,0.37628865979381443,1.0,0.5466303607896529,0.4077367718986216
0.020068562,0.3764650726676043,1.0,0.5468164794007491,0.4081814139617608
0.02008825,0.37664165103189495,1.0,0.5470027247956403,0.40862605602489993
0.02010523,0.37681839511966214,1.0,0.5471890971039183,0.40907069808803914
0.020133972,0.3769953051643192,1.0,0.547375596455351,0.4095153401511783
0.020166177,0.3771723813997182,1.0,0.5475622229798841,0.40995998221431745
0.020179478,0.3773496240601504,1.0,0.5477489768076398,0.41040462427745666
0.020187784,0.37752703338034793,1.0,0.5479358580689184,0.4108492663405958
0.020204779,0.37770460959548446,1.0,0.548122866894198,0.411293908403735
0.020216955,0.37788235294117645,1.0,0.5483100034141345,0.4117385504668742
0.020217413,0.378060263653484,1.0,0.5484972677595629,0.41218319253001334
0.020265868,0.37823834196891193,1.0,0.5486846600614964,0.4126278345931525
0.02037139,0.3784165881244109,1.0,0.5488721804511278,0.4130724766562917
0.020430606,0.3785950023573786,1.0,0.549059829059829,0.41351711871943087
0.020444248,0.3787735849056604,1.0,0.5492476060191519,0.41396176078257
0.020489497,0.37895233600755074,1.0,0.5494355114608279,0.4144064028457092
0.020494737,0.37913125590179414,1.0,0.5496235455167694,0.4148510449088484
0.020541584,0.3793103448275862,1.0,0.5498117083190688,0.41529568697198754
0.020693425,0.3794896030245747,1.0,0.5499999999999999,0.4157403290351267
0.020698098,0.3796690307328605,1.0,0.5501884206920178,0.4161849710982659
0.02073299,0.379848628192999,1.0,0.5503769705277587,0.41662961316140507
0.020738808,0.38002839564600094,1.0,0.5505656496400412,0.4170742552245442
0.020754158,0.3802083333333333,1.0,0.5507544581618656,0.41751889728768343
